File,Area,Dis_cut
1_01_04,A1_0279,155.4529984032186
1_01_04,A1_0280,155.150493921852
1_01_04,A1_0281,154.8510322160593
1_01_04,A1_0282,154.5546645970623
1_01_04,A1_0283,154.2614418459268
1_01_04,A1_0284,153.9714142048615
1_01_04,A1_0285,153.6846313686098
1_01_04,A1_0286,153.4011424759343
1_01_04,A1_0287,153.1209961011973
1_01_04,A1_0288,152.844240246038
1_01_04,A1_0289,152.5709223311474
1_01_04,A1_0290,152.3010891881432
1_01_04,A1_0291,152.0347870515452
1_01_04,A1_0292,151.7720615508538
1_01_04,A1_0293,151.5129577027308
1_01_04,A1_0294,151.2575199032869
1_01_04,A1_0295,151.005791920474
1_01_04,A1_0296,150.757816886586
1_01_04,A1_0297,150.5136372908684
1_01_04,A1_0298,150.2732949722379
1_01_04,A1_0299,150.0368311121135
1_01_04,A1_0300,149.8042862273603
1_01_04,A1_0301,149.5757001633471
1_01_04,A1_0302,149.3511120871194
1_01_04,A1_0303,149.1305604806876
1_01_04,A1_0304,148.9140831344343
1_01_04,A1_0305,148.7017171406383
1_01_04,A1_0306,148.4934988871193
1_01_04,A1_0307,148.2894640510031
1_01_04,A1_0308,148.0896475926087
1_01_04,A1_0309,147.8940837494573
1_01_04,A1_0310,147.7028060304069
1_01_04,A1_0311,147.5158472099099
1_01_04,A1_0312,147.3332393223976
1_01_04,A1_0313,147.1550136567916
1_01_04,A1_0314,146.9812007511421
1_01_04,A1_0315,146.8118303873958
1_01_04,A1_0316,146.6469315862925
1_01_04,A1_0317,146.4865326023929
1_01_04,A1_0318,146.3306609192372
1_01_04,A1_0319,146.1793432446358
1_01_04,A1_0320,146.0326055060933
1_01_04,A1_0321,145.8904728463659
1_01_04,A1_0322,145.7529696191529
1_01_04,A1_0323,145.6201193849246
1_01_04,A1_0324,145.4919449068847
1_01_04,A1_0325,145.3684681470701
1_01_04,A1_0326,145.249710262588
1_01_04,A1_0327,145.1356916019905
1_01_04,A1_0328,145.0264317017881
1_01_04,A1_0329,144.9219492831023
1_01_04,A1_0330,144.8222622484576
1_01_04,A1_0331,144.7273876787143
1_01_04,A1_0332,144.6373418301414
1_01_04,A1_0333,144.5521401316315
1_01_04,A1_0334,144.471797182057
1_01_04,A1_0335,144.3963267477689
1_01_04,A1_0336,144.3257417602373
1_01_04,A1_0337,144.2600543138366
1_01_04,A1_0338,144.1992756637727
1_01_04,A1_0339,144.1434162241541
1_01_04,A1_0340,144.0924855662085
1_01_04,A1_0341,144.0464924166418
1_01_04,A1_0342,144.0054446561434
1_01_04,A1_0343,143.9693493180358
1_01_04,A1_0344,143.9382125870693
1_01_04,A1_0345,143.9120397983625
1_01_04,A1_0346,143.8908354364881
1_01_04,A1_0347,143.8746031347042
1_01_04,A1_0348,143.8633456743322
1_01_04,A1_0349,143.85706498428
1_01_04,A1_0350,143.8557621407115
1_01_04,A1_0351,143.8594373668622
1_01_04,A1_0352,143.868090033001
1_01_04,A1_0353,143.8817186565383
1_01_04,A1_0354,143.9003209022793
1_01_04,A1_0355,143.9238935828252
1_01_04,A1_0356,143.9524326591185
1_01_04,A1_0357,143.9859332411353
1_01_04,A1_0358,144.0243895887235
1_01_04,A1_0359,144.0677951125857
1_01_04,A1_0360,144.116142375409
1_01_04,A1_0361,144.1694230931387
1_01_04,A1_0362,144.2276281363982
1_01_04,A1_0363,144.290747532053
1_01_04,A1_0364,144.3587704649195
1_01_04,A1_0365,144.4316852796183
1_01_04,A1_0366,144.5094794825714
1_01_04,A1_0367,144.5921397441425
1_01_04,A1_0368,144.6796519009214
1_01_04,A1_0369,144.7720009581506
1_01_04,A1_0370,144.8691710922944
1_01_04,A1_0371,144.9711456537505
1_01_04,A1_0372,145.0779071697031
1_01_04,A1_0373,145.1894373471157
1_01_04,A1_0374,145.3057170758667
1_01_04,A1_0375,145.4267264320232
1_01_04,A1_0376,145.5524446812549
1_01_04,A1_0377,145.6828502823871
1_01_04,A1_0378,145.8179208910914
1_01_04,A1_0379,145.9576333637142
1_01_04,A1_0380,146.1019637612426
1_01_04,A1_0381,146.2508873534061
1_01_04,A1_0382,146.4043786229137
1_01_04,A1_0383,146.5624112698267
1_01_04,A1_0384,146.7249582160645
1_01_04,A1_0385,146.8919916100446
1_01_04,A1_0386,147.063482831455
1_01_04,A1_0387,147.2394024961577
1_01_04,A1_0388,147.4197204612236
1_01_04,A1_0389,147.604405830098
1_01_04,A1_0390,147.7934269578934
1_01_04,A1_0391,147.9867514568128
1_01_04,A1_0392,148.1843462016985
1_01_04,A1_0393,148.3861773357082
1_01_04,A1_0394,148.5922102761161
1_01_04,A1_0395,148.8024097202385
1_01_04,A1_0396,149.0167396514828
1_01_04,A1_0397,149.2351633455187
1_01_04,A1_0398,149.4576433765706
1_01_04,A1_0399,149.6841416238305
1_01_04,A1_0400,149.9146192779898
1_01_04,A1_0401,150.1490368478889
1_01_04,A1_0402,150.3873541672841
1_01_04,A1_0403,150.6295304017294
1_01_04,A1_0404,150.8755240555739
1_01_04,A1_0405,151.1252929790714
1_01_04,A1_0406,151.3787943756026
1_01_04,A1_0407,151.6359848090082
1_01_04,A1_0408,151.8968202110316
1_01_04,A1_0409,152.1612558888693
1_01_04,A1_0410,152.4292465328293
1_01_04,A1_0411,152.7007462240944
1_01_04,A1_0412,152.9757084425901
1_01_04,A1_0413,153.2540860749558
1_01_04,A1_0414,153.5358314226173
1_01_04,A1_0415,153.8208962099598
1_01_04,A1_0416,154.1092315925993
1_01_04,A1_0417,154.4007881657525
1_01_04,A1_0418,154.6955159727015
1_01_04,A1_0419,154.9933645133538
1_01_04,A1_0420,155.2942827528953
1_01_04,A1_0421,155.5982191305349
1_01_04,A1_0422,155.9051215683387
1_01_04,A1_0423,156.2149374801542
1_01_04,A1_0424,156.5276137806197
1_01_04,A1_0425,156.8430968942607
1_01_04,A1_0426,157.16133276467
1_01_04,A1_0427,157.4822668637694
1_01_04,A1_0428,157.8058442011531
1_01_04,A1_0429,158.1320093335102
1_01_04,A1_0430,158.4607063741244
1_01_04,A1_0431,158.7918790024498
1_01_04,A1_0432,159.1254704737616
1_01_04,A1_0433,159.4614236288784
1_01_04,A1_0434,159.7996809039566
1_01_04,A1_0435,160.1401843403535
1_01_04,A1_0436,160.4828755945582
1_01_04,A1_0437,160.8276959481883
1_01_04,A1_0438,161.1745863180516
1_01_04,A1_0439,161.5234872662688
1_01_04,A1_0440,161.8743390104587
1_01_04,A1_0441,162.2270814339811
1_01_04,A1_0442,162.5816540962376
1_01_04,A1_0443,162.9379962430279
1_01_04,A1_0444,163.2960468169597
1_01_04,A1_0445,163.6557444679102
1_01_04,A1_0446,164.0170275635388
1_01_04,A1_0447,164.3798341998469
1_01_04,A1_0448,164.7441022117851
1_01_04,A1_0449,165.1097691839049
1_01_04,A1_0450,165.4767724610529
1_01_04,A1_0451,165.845049159107
1_01_04,A1_0452,166.214536175751
1_01_04,A1_0453,166.5851702012865
1_01_04,A1_0454,166.9568877294814
1_01_04,A1_0455,167.3296250684508
1_01_04,A1_0456,167.7033183515706
1_01_04,A1_0457,168.0779035484204
1_01_04,A1_0458,168.4533164757551
1_01_04,A1_0459,168.8294928085024
1_01_04,A1_0460,169.206368090784
1_01_04,A1_0461,169.5838777469606
1_01_04,A1_0462,169.9619570926961
1_01_04,A1_0463,170.3405413460407
1_01_04,A1_0464,170.7195656385318
1_01_04,A1_0465,171.098965026308
1_01_04,A1_0466,171.4786745012374
1_01_04,A1_0467,171.8586290020562
1_01_04,A1_0468,172.2387634255167
1_01_04,A1_0469,172.6190126375423
1_01_04,A1_0470,172.9993114843882
1_01_04,A1_0471,173.3795948038046
1_01_04,A1_0472,173.7597974362026
1_01_04,A1_0473,174.1398542358183
1_01_04,A1_0474,174.5197000818756
1_01_04,A1_0475,174.8992698897444
1_01_04,A1_0476,175.278498622092
1_01_04,A1_0477,175.6573213000275
1_01_04,A1_0478,176.0356730142351
1_01_04,A1_0479,176.4134889360963
1_01_04,A1_0480,176.7907043287981
1_01_05,A1_0000,182.0937284384238
1_01_05,A1_0001,182.45624898119
1_01_05,A1_0002,182.8172543775961
1_01_05,A1_0003,183.176682771226
1_01_05,A1_0004,183.5344725758746
1_01_05,A1_0005,183.8905624861011
1_01_05,A1_0006,184.2448914877322
1_01_05,A1_0007,184.5973988683178
1_01_05,A1_0008,184.9480242275328
1_01_05,A1_0009,185.296707487527
1_01_05,A1_0010,185.6433889032189
1_01_05,A1_0011,185.9880090725324
1_01_05,A1_0012,186.3305089465758
1_01_05,A1_0013,186.6708298397589
1_01_05,A1_0014,187.0089134398485
1_01_05,A1_0015,187.3447018179602
1_01_05,A1_0016,187.6781374384842
1_01_05,A1_0017,188.0091631689433
1_01_05,A1_0018,188.3377222897827
1_01_05,A1_0019,188.6637585040886
1_01_05,A1_0020,188.987215947234
1_01_05,A1_0021,189.3080391964513
1_01_05,A1_0022,189.6261732803282
1_01_05,A1_0023,189.9415636882273
1_01_05,A1_0024,190.2541563796258
1_01_05,A1_0025,190.5638977933752
1_01_05,A1_0026,190.870734856879
1_01_05,A1_0027,191.1746149951857
1_01_05,A1_0028,191.4754861399982
1_01_05,A1_0029,191.7732967385947
1_01_05,A1_0030,192.0679957626621
1_01_05,A1_0031,192.3595327170399
1_01_05,A1_0032,192.6478576483718
1_01_05,A1_0033,192.9329211536651
1_01_05,A1_0034,193.2146743887556
1_01_05,A1_0035,193.4930690766769
1_01_05,A1_0036,193.7680575159326
1_01_05,A1_0037,194.0395925886691
1_01_05,A1_0038,194.3076277687497
1_01_05,A1_0039,194.5721171297261
1_01_05,A1_0040,194.8330153527077
1_01_05,A1_0041,195.0902777341274
1_01_05,A1_0042,195.3438601934003
1_01_05,A1_0043,195.5937192804776
1_01_05,A1_0044,195.8398121832909
1_01_05,A1_0045,196.0820967350883
1_01_05,A1_0046,196.3205314216591
1_01_05,A1_0047,196.5550753884471
1_01_05,A1_0048,196.7856884475512
1_01_05,A1_0049,197.0123310846108
1_01_05,A1_0050,197.2349644655769
1_01_05,A1_0051,197.4535504433657
1_01_05,A1_0052,197.6680515643952
1_01_05,A1_0053,197.8784310750026
1_01_05,A1_0054,198.0846529277418
1_01_05,A1_0055,198.2866817875599
1_01_05,A1_0056,198.484483037852
1_01_05,A1_0057,198.6780227863919
1_01_05,A1_0058,198.8672678711402
1_01_05,A1_0059,199.0521858659258
1_01_05,A1_0060,199.2327450860022
1_01_05,A1_0061,199.4089145934767
1_01_05,A1_0062,199.580664202611
1_01_05,A1_0063,199.7479644849939
1_01_05,A1_0064,199.910786774583
1_01_05,A1_0065,200.0691031726175
1_01_05,A1_0066,200.2228865523974
1_01_05,A1_0067,200.3721105639324
1_01_05,A1_0068,200.5167496384562
1_01_05,A1_0069,200.656778992808
1_01_05,A1_0070,200.7921746336789
1_01_05,A1_0071,200.9229133617228
1_01_05,A1_0072,201.0489727755316
1_01_05,A1_0073,201.1703312754739
1_01_05,A1_0074,201.2869680673954
1_01_05,A1_0075,201.3988631661821
1_01_05,A1_0076,201.5059973991851
1_01_05,A1_0077,201.608352409505
1_01_05,A1_0078,201.7059106591377
1_01_05,A1_0079,201.7986554319793
1_01_05,A1_0080,201.8865708366906
1_01_05,A1_0081,201.9696418094194
1_01_05,A1_0082,202.0478541163823
1_01_05,A1_0083,202.1211943563031
1_01_05,A1_0084,202.1896499627092
1_01_05,A1_0085,202.2532092060848
1_01_05,A1_0086,202.311861195881
1_01_05,A1_0087,202.3655958823811
1_01_05,A1_0088,202.4144040584232
1_01_05,A1_0089,202.4582773609776
1_01_05,A1_0090,202.4972082725798
1_01_05,A1_0091,202.5311901226186
1_01_05,A1_0092,202.5602170884787
1_01_05,A1_0093,202.5842841965392
1_01_05,A1_0094,202.6033873230249
1_01_05,A1_0095,202.6175231947134
1_01_05,A1_0096,202.6266893894959
1_01_05,A1_0097,202.630884336792
1_01_05,A1_0098,202.6301073178193
1_01_05,A1_0099,202.6243584657158
1_01_05,A1_0100,202.6136387655179
1_01_05,A1_0101,202.5979500539908
1_01_05,A1_0102,202.5772950193146
1_01_05,A1_0103,202.5516772006232
1_01_05,A1_0104,202.5211009873979
1_01_05,A1_0105,202.4855716187154
1_01_05,A1_0106,202.4450951823501
1_01_05,A1_0107,202.3996786137311
1_01_05,A1_0108,202.3493296947536
1_01_05,A1_0109,202.2940570524456
1_01_05,A1_0110,202.2338701574899
1_01_05,A1_0111,202.168779322601
1_01_05,A1_0112,202.0987957007584
1_01_05,A1_0113,202.0239312832956
1_01_05,A1_0114,201.9441988978449
1_01_05,A1_0115,201.8596122061401
1_01_05,A1_0116,201.7701857016756
1_01_05,A1_0117,201.6759347072223
1_01_05,A1_0118,201.576875372203
1_01_05,A1_0119,201.4730246699249
1_01_05,A1_0120,201.364400394671
1_01_05,A1_0121,201.2510211586518
1_01_05,A1_0122,201.1329063888157
1_01_05,A1_0123,201.0100763235205
1_01_05,A1_0124,200.8825520090655
1_01_05,A1_0125,200.7503552960855
1_01_05,A1_0126,200.6135088358066
1_01_05,A1_0127,200.4720360761655
1_01_05,A1_0128,200.3259612577911
1_01_05,A1_0129,200.1753094098516
1_01_05,A1_0130,200.0201063457656
1_01_05,A1_0131,199.8603786587791
1_01_05,A1_0132,199.696153717409
1_01_05,A1_0133,199.5274596607535
1_01_05,A1_0134,199.354325393671
1_01_05,A1_0135,199.1767805818266
1_01_05,A1_0136,198.9948556466099
1_01_05,A1_0137,198.808581759922
1_01_05,A1_0138,198.6179908388345
1_01_05,A1_0139,198.4231155401205
1_01_05,A1_0140,198.2239892546592
1_01_05,A1_0141,198.0206461017146
1_01_05,A1_0142,197.813120923089
1_01_05,A1_0143,197.6014492771536
1_01_05,A1_0144,197.3856674327551
1_01_05,A1_0145,197.1658123630017
1_01_05,A1_0146,196.9419217389278
1_01_05,A1_0147,196.7140339230393
1_01_05,A1_0148,196.4821879627403
1_01_05,A1_0149,196.2464235836424
1_01_05,A1_0150,196.0067811827584
1_01_05,A1_0151,195.7633018215799
1_01_05,A1_0152,195.516027219042
1_01_05,A1_0153,195.264999744375
1_01_05,A1_0154,195.0102624098443
1_01_05,A1_0155,194.7518588633807
1_01_05,A1_0156,194.4898333811018
1_01_05,A1_0157,194.2242308597249
1_01_05,A1_0158,193.9550968088749
1_01_05,A1_0159,193.6824773432858
1_01_05,A1_0160,193.4064191748995
1_01_05,A1_0161,193.1269696048622
1_01_05,A1_0162,192.8441765154189
1_01_05,A1_0163,192.5580883617098
1_01_05,A1_0164,192.2687541634672
1_01_05,A1_0165,191.9762234966165
1_01_05,A1_0166,191.6805464847815
1_01_05,A1_0167,191.381773790696
1_01_05,A1_0168,191.0799566075231
1_01_05,A1_0169,190.7751466500833
1_01_05,A1_0170,190.4673961459937
1_01_05,A1_0171,190.1567578267189
1_01_05,A1_0172,189.8432849185356
1_01_05,A1_0173,189.527031133413
1_01_05,A1_0174,189.2080506598091
1_01_05,A1_0175,188.8863981533858
1_01_05,A1_0176,188.5621287276444
1_01_05,A1_0177,188.2352979444815
1_01_05,A1_0178,187.9059618046693
1_01_05,A1_0179,187.57417673826
1_01_05,A1_0180,187.2399995949166
1_01_05,A1_0181,186.9034876341723
1_01_05,A1_0182,186.5646985156191
1_01_05,A1_0183,186.2236902890287
1_01_05,A1_0184,185.8805213844048
1_01_05,A1_0185,185.5352506019729
1_01_05,A1_0186,185.1879371021039
1_01_05,A1_0187,184.8386403951781
1_01_05,A1_0188,184.4874203313881
1_01_05,A1_0189,184.1343370904836
1_01_05,A1_0190,183.7794511714604
1_01_05,A1_0191,183.4228233821937
1_01_05,A1_0192,183.0645148290193
1_01_05,A1_0193,182.7045869062632
1_01_05,A1_0194,182.343101285722
1_01_05,A1_0195,181.9801199060959
1_01_05,A1_0196,181.6157049623757
1_01_05,A1_0197,181.2499188951858
1_01_05,A1_0198,180.882824380086
1_01_05,A1_0199,180.5144843168315
1_01_05,A1_0200,180.144961818596
1_01_05,A1_0201,179.7743202011571
1_01_05,A1_0202,179.4026229720481
1_01_05,A1_0203,179.0299338196756
1_01_05,A1_0204,178.6563166024073
1_01_05,A1_0205,178.2818353376298
1_01_05,A1_0206,177.9065541907803
1_01_05,A1_0207,177.5305374643511
1_01_05,A1_0208,177.1538495868726
1_01_05,A1_0209,176.7765551018735
1_01_05,A1_0210,176.3987186568214
1_01_05,A1_0211,176.0204049920461
1_01_05,A1_0212,175.6416789296465
1_01_05,A1_0213,175.2626053623837
1_01_05,A1_0214,174.8832492425619
1_01_05,A1_0215,174.5036755708993
1_01_05,A1_0216,174.1239493853906
1_01_05,A1_0217,173.7441357501628
1_01_05,A1_0218,173.364299744327
1_01_05,A1_0219,172.9845064508274
1_01_05,A1_0220,172.6048209452897
1_01_05,A1_0221,172.2253082848706
1_01_05,A1_0222,171.8460334971107
1_01_05,A1_0223,171.4670615687924
1_01_05,A1_0224,171.0884574348047
1_01_05,A1_0225,170.7102859670169
1_01_05,A1_0226,170.3326119631631
1_01_05,A1_0227,169.9555001357397
1_01_05,A1_0228,169.5790151009168
1_01_05,A1_0229,169.2032213674671
1_01_05,A1_0230,168.8281833257122
1_01_05,A1_0231,168.4539652364898
1_01_05,A1_0232,168.0806312201431
1_01_05,A1_0233,167.7082452455338
1_01_05,A1_0234,167.3368711190816
1_01_05,A1_0235,166.9665724738313
1_01_05,A1_0236,166.5974127585494
1_01_05,A1_0237,166.2294552268527
1_01_05,A1_0238,165.8627629263699
1_01_05,A1_0239,165.4973986879391
1_01_05,A1_0240,165.1334251148417
1_01_05,A1_0241,164.7709045720754
1_01_05,A1_0242,164.4098991756693
1_01_05,A1_0243,164.0504707820394
1_01_05,A1_0244,163.6926809773908
1_01_05,A1_0245,163.3365910671643
1_01_05,A1_0246,162.9822620655332
1_01_05,A1_0247,162.6297546849476
1_01_05,A1_0248,162.2791293257326
1_01_05,A1_0249,161.9304460657384
1_01_05,A1_0250,161.5837646500466
1_01_05,A1_0251,161.239144480733
1_01_05,A1_0252,160.8966446066896
1_01_05,A1_0253,160.5563237135065
1_01_05,A1_0254,160.2182401134169
1_01_05,A1_0255,159.8824517353052
1_01_05,A1_0256,159.5490161147812
1_01_05,A1_0257,159.2179903843221
1_01_05,A1_0258,158.8894312634827
1_01_05,A1_0259,158.5633950491768
1_01_05,A1_0260,158.2399376060314
1_01_05,A1_0261,157.9191143568142
1_01_05,A1_0262,157.6009802729372
1_01_05,A1_0263,157.2855898650381
1_01_05,A1_0264,156.9729971736396
1_01_05,A1_0265,156.6632557598902
1_01_05,A1_0266,156.3564186963864
1_01_05,A1_0267,156.0525385580797
1_01_05,A1_0268,155.7516674132672
1_01_05,A1_0269,155.4538568146707
1_01_05,A1_0270,155.1591577906033
1_01_05,A1_0271,154.8676208362255
1_01_05,A1_0272,154.5792959048936
1_01_05,A1_0273,154.2942323996003
1_01_05,A1_0274,154.0124791645098
1_01_05,A1_0275,153.7340844765885
1_01_05,A1_0276,153.4590960373328
1_01_05,A1_0277,153.1875609645963
1_01_05,A1_0278,152.9195257845157
1_01_05,A1_0279,152.6550364235394
1_01_05,A1_0280,152.3941382005577
1_01_05,A1_0281,152.136875819138
1_01_05,A1_0282,151.8832933598651
1_01_05,A1_0283,151.6334342727878
1_01_05,A1_0284,151.3873413699745
1_01_05,A1_0285,151.1450568181771
1_01_05,A1_0286,150.9066221316063
1_01_05,A1_0287,150.6720781648183
1_01_05,A1_0288,150.4414651057142
1_01_05,A1_0289,150.2148224686546
1_01_05,A1_0290,149.9921890876885
1_01_05,A1_0291,149.7736031098997
1_01_05,A1_0292,149.5591019888702
1_01_05,A1_0293,149.3487224782628
1_01_05,A1_0294,149.1425006255236
1_01_05,A1_0295,148.9404717657055
1_01_05,A1_0296,148.7426705154134
1_01_05,A1_0297,148.5491307668735
1_01_05,A1_0298,148.3598856821252
1_01_05,A1_0299,148.1749676873396
1_01_05,A1_0300,147.9944084672632
1_01_05,A1_0301,147.8182389597887
1_01_05,A1_0302,147.6464893506543
1_01_05,A1_0303,147.4791890682715
1_01_05,A1_0304,147.3163667786824
1_01_05,A1_0305,147.1580503806479
1_01_05,A1_0306,147.004267000868
1_01_05,A1_0307,146.855042989333
1_01_05,A1_0308,146.7104039148092
1_01_05,A1_0309,146.5703745604574
1_01_05,A1_0310,146.4349789195865
1_01_05,A1_0311,146.3042401915426
1_01_05,A1_0312,146.1781807777338
1_01_05,A1_0313,146.0568222777915
1_01_05,A1_0314,145.94018548587
1_01_05,A1_0315,145.8282903870833
1_01_05,A1_0316,145.7211561540803
1_01_05,A1_0317,145.6188011437604
1_01_05,A1_0318,145.5212428941277
1_01_05,A1_0319,145.4284981212861
1_01_05,A1_0320,145.3405827165748
1_01_05,A1_0321,145.257511743846
1_01_05,A1_0322,145.1792994368831
1_01_05,A1_0323,145.1059591969623
1_01_05,A1_0324,145.0375035905562
1_01_05,A1_0325,144.9739443471805
1_01_05,A1_0326,144.9152923573844
1_01_05,A1_0327,144.8615576708843
1_01_05,A1_0328,144.8127494948423
1_01_05,A1_0329,144.7688761922878
1_01_05,A1_0330,144.7299452806856
1_01_05,A1_0331,144.6959634306468
1_01_05,A1_0332,144.6669364647867
1_01_05,A1_0333,144.6428693567262
1_01_05,A1_0334,144.6237662302405
1_01_05,A1_0335,144.609630358552
1_01_05,A1_0336,144.6004641637695
1_01_05,A1_0337,144.5962692164734
1_01_05,A1_0338,144.5970462354461
1_01_05,A1_0339,144.6027950875496
1_01_05,A1_0340,144.6135147877475
1_01_05,A1_0341,144.6292034992746
1_01_05,A1_0342,144.6498585339507
1_01_05,A1_0343,144.6754763526422
1_01_05,A1_0344,144.7060525658675
1_01_05,A1_0345,144.74158193455
1_01_05,A1_0346,144.7820583709153
1_01_05,A1_0347,144.8274749395343
1_01_05,A1_0348,144.8778238585118
1_01_05,A1_0349,144.9330965008198
1_01_05,A1_0350,144.9932833957755
1_01_05,A1_0351,145.0583742306644
1_01_05,A1_0352,145.128357852507
1_01_05,A1_0353,145.2032222699698
1_01_05,A1_0354,145.2829546554205
1_01_05,A1_0355,145.3675413471253
1_01_05,A1_0356,145.4569678515899
1_01_05,A1_0357,145.5512188460431
1_01_05,A1_0358,145.6502781810624
1_01_05,A1_0359,145.7541288833405
1_01_05,A1_0360,145.8627531585944
1_01_05,A1_0361,145.9761323946136
1_01_05,A1_0362,146.0942471644497
1_01_05,A1_0363,146.2170772297449
1_01_05,A1_0364,146.3446015441999
1_01_05,A1_0365,146.4767982571799
1_01_05,A1_0366,146.6136447174588
1_01_05,A1_0367,146.7551174770999
1_01_05,A1_0368,146.9011922954743
1_01_05,A1_0369,147.0518441434137
1_01_05,A1_0370,147.2070472074998
1_01_05,A1_0371,147.3667748944863
1_01_05,A1_0372,147.5309998358564
1_01_05,A1_0373,147.6996938925118
1_01_05,A1_0374,147.8728281595945
1_01_05,A1_0375,148.0503729714388
1_01_05,A1_0376,148.2322979066555
1_01_05,A1_0377,148.4185717933434
1_01_05,A1_0378,148.6091627144309
1_01_05,A1_0379,148.8040380131449
1_01_05,A1_0380,149.0031642986062
1_01_05,A1_0381,149.2065074515508
1_01_05,A1_0382,149.4140326301764
1_01_05,A1_0383,149.6257042761118
1_01_05,A1_0384,149.8414861205103
1_01_05,A1_0385,150.0613411902637
1_01_05,A1_0386,150.2852318143376
1_01_05,A1_0387,150.5131196302261
1_01_05,A1_0388,150.7449655905251
1_01_05,A1_0389,150.980729969623
1_01_05,A1_0390,151.220372370507
1_01_05,A1_0391,151.4638517316855
1_01_05,A1_0392,151.7111263342234
1_01_05,A1_0393,151.9621538088904
1_01_05,A1_0394,152.2168911434211
1_01_05,A1_0395,152.4752946898847
1_01_05,A1_0396,152.7373201721636
1_01_05,A1_0397,153.0029226935405
1_01_05,A1_0398,153.2720567443905
1_01_05,A1_0399,153.5446762099796
1_01_05,A1_0400,153.8207343783659
1_01_05,A1_0401,154.1001839484032
1_01_05,A1_0402,154.3829770378465
1_01_05,A1_0403,154.6690651915556
1_01_05,A1_0404,154.9583993897982
1_01_05,A1_0405,155.2509300566489
1_01_05,A1_0406,155.5466070684839
1_01_05,A1_0407,155.8453797625695
1_01_05,A1_0408,156.1471969457424
1_01_05,A1_0409,156.4520069031821
1_01_05,A1_0410,156.7597574072717
1_01_05,A1_0411,157.0703957265466
1_01_05,A1_0412,157.3838686347298
1_01_05,A1_0413,157.7001224198524
1_01_05,A1_0414,158.0191028934563
1_01_05,A1_0415,158.3407553998796
1_01_05,A1_0416,158.665024825621
1_01_05,A1_0417,158.9918556087839
1_01_05,A1_0418,159.3211917485961
1_01_05,A1_0419,159.6529768150054
1_01_05,A1_0420,159.9871539583489
1_01_05,A1_0421,160.3236659190931
1_01_05,A1_0422,160.6624550376463
1_01_05,A1_0423,161.0034632642367
1_01_05,A1_0424,161.3466321688606
1_01_05,A1_0425,161.6919029512925
1_01_05,A1_0426,162.0392164511615
1_01_05,A1_0427,162.3885131580873
1_01_05,A1_0428,162.7397332218773
1_01_05,A1_0429,163.0928164627818
1_01_05,A1_0430,163.447702381805
1_01_05,A1_0431,163.8043301710717
1_01_05,A1_0432,164.1626387242461
1_01_05,A1_0433,164.5225666470022
1_01_05,A1_0434,164.8840522675434
1_01_05,A1_0435,165.2470336471695
1_01_05,A1_0436,165.6114485908897
1_01_05,A1_0437,165.9772346580796
1_01_05,A1_0438,166.3443291731794
1_01_05,A1_0439,166.7126692364339
1_01_05,A1_0440,167.0821917346695
1_01_05,A1_0441,167.4528333521083
1_01_05,A1_0442,167.8245305812173
1_01_05,A1_0443,168.1972197335898
1_01_05,A1_0444,168.5708369508582
1_01_05,A1_0445,168.9453182156356
1_01_05,A1_0446,169.3205993624851
1_01_05,A1_0447,169.6966160889143
1_01_05,A1_0448,170.0733039663928
1_01_05,A1_0449,170.4505984513919
1_01_05,A1_0450,170.828434896444
1_01_05,A1_0451,171.2067485612193
1_01_05,A1_0452,171.5854746236189
1_01_05,A1_0453,171.9645481908818
1_01_05,A1_0454,172.3439043107035
1_01_05,A1_0455,172.7234779823661
1_01_05,A1_0456,173.1032041678748
1_01_05,A1_0457,173.4830178031026
1_01_05,A1_0458,173.8628538089384
1_01_05,A1_0459,174.242647102438
1_01_05,A1_0460,174.6223326079757
1_01_05,A1_0461,175.0018452683948
1_01_05,A1_0462,175.3811200561547
1_01_05,A1_0463,175.760091984473
1_01_05,A1_0464,176.1386961184607
1_01_05,A1_0465,176.5168675862485
1_01_05,A1_0466,176.8945415901023
1_01_05,A1_0467,177.2716534175257
1_01_05,A1_0468,177.6481384523486
1_01_05,A1_0469,178.0239321857983
1_01_05,A1_0470,178.3989702275532
1_01_05,A1_0471,178.7731883167756
1_01_05,A1_0472,179.1465223331223
1_01_05,A1_0473,179.5189083077316
1_01_05,A1_0474,179.8902824341838
1_01_05,A1_0475,180.2605810794341
1_01_05,A1_0476,180.629740794716
1_01_05,A1_0477,180.9976983264127
1_01_05,A1_0478,181.3643906268955
1_01_05,A1_0479,181.7297548653263
1_01_05,A1_0480,182.0937284384237
1_02_01,A1_0000,565.7859502979582
1_02_01,A1_0001,565.8681476735294
1_02_01,A1_0002,565.9491599074214
1_02_01,A1_0003,566.0289731186049
1_02_01,A1_0004,566.1075736314971
1_02_01,A1_0005,566.1849479783048
1_02_01,A1_0006,566.2610829013317
1_02_01,A1_0007,566.3359653552511
1_02_01,A1_0008,566.4095825093399
1_02_01,A1_0009,566.4819217496776
1_02_01,A1_0010,566.5529706813078
1_02_01,A1_0011,566.6227171303618
1_02_01,A1_0012,566.6911491461447
1_02_01,A1_0013,566.7582550031829
1_02_01,A1_0014,566.8240232032332
1_02_01,A1_0015,566.8884424772531
1_02_01,A1_0016,566.9515017873315
1_02_01,A1_0017,567.0131903285805
1_02_01,A1_0018,567.0734975309861
