image_id,original_id,measurement_id,foup_slot,bevel_section,flame_no,split,making_defect_type,selection_no,defect_class
1_01_02_A1_0021_O,1_01_02_A1_0021,1_01_02,,A1,21,O,,,01_normal
1_01_02_A1_0022_I,1_01_02_A1_0022,1_01_02,,A1,22,I,,,01_normal
1_01_02_A1_0022_O,1_01_02_A1_0022,1_01_02,,A1,22,O,,,01_normal
1_01_02_A1_0144_I,1_01_02_A1_0144,1_01_02,,A1,144,I,,,01_normal
1_01_02_A1_0144_O,1_01_02_A1_0144,1_01_02,,A1,144,O,,,01_normal
1_01_02_A1_0145_I,1_01_02_A1_0145,1_01_02,,A1,145,I,,,01_normal
1_01_02_A1_0145_O,1_01_02_A1_0145,1_01_02,,A1,145,O,,,01_normal
1_01_02_A1_0146_I,1_01_02_A1_0146,1_01_02,,A1,146,I,,,01_normal
1_01_02_A1_0146_O,1_01_02_A1_0146,1_01_02,,A1,146,O,,,01_normal
1_01_02_A1_0147_I,1_01_02_A1_0147,1_01_02,,A1,147,I,,,01_normal
1_01_02_A1_0147_O,1_01_02_A1_0147,1_01_02,,A1,147,O,,,01_normal
1_01_02_A1_0148_I,1_01_02_A1_0148,1_01_02,,A1,148,I,,,01_normal
1_01_02_A1_0148_O,1_01_02_A1_0148,1_01_02,,A1,148,O,,,01_normal
1_01_02_A1_0149_I,1_01_02_A1_0149,1_01_02,,A1,149,I,,,01_normal
1_01_02_A1_0149_O,1_01_02_A1_0149,1_01_02,,A1,149,O,,,01_normal
1_01_02_A1_0150_I,1_01_02_A1_0150,1_01_02,,A1,150,I,,,01_normal
1_01_02_A1_0150_O,1_01_02_A1_0150,1_01_02,,A1,150,O,,,01_normal
1_01_02_A1_0151_I,1_01_02_A1_0151,1_01_02,,A1,151,I,,,01_normal
1_01_02_A1_0151_O,1_01_02_A1_0151,1_01_02,,A1,151,O,,,01_normal
1_01_02_A1_0152_I,1_01_02_A1_0152,1_01_02,,A1,152,I,,,01_normal
1_01_02_A1_0152_O,1_01_02_A1_0152,1_01_02,,A1,152,O,,,01_normal
1_01_02_A1_0153_I,1_01_02_A1_0153,1_01_02,,A1,153,I,,,01_normal
1_01_02_A1_0153_O,1_01_02_A1_0153,1_01_02,,A1,153,O,,,01_normal
1_01_02_A1_0154_I,1_01_02_A1_0154,1_01_02,,A1,154,I,,,01_normal
1_01_02_A1_0155_I,1_01_02_A1_0155,1_01_02,,A1,155,I,,,01_normal
1_01_02_A1_0155_O,1_01_02_A1_0155,1_01_02,,A1,155,O,,,01_normal
1_01_02_A1_0156_I,1_01_02_A1_0156,1_01_02,,A1,156,I,,,01_normal
1_01_02_A1_0156_O,1_01_02_A1_0156,1_01_02,,A1,156,O,,,01_normal
1_01_02_A1_0157_I,1_01_02_A1_0157,1_01_02,,A1,157,I,,,01_normal
1_01_02_A1_0157_O,1_01_02_A1_0157,1_01_02,,A1,157,O,,,01_normal
1_01_02_A1_0158_I,1_01_02_A1_0158,1_01_02,,A1,158,I,,,01_normal
1_01_02_A1_0158_O,1_01_02_A1_0158,1_01_02,,A1,158,O,,,01_normal
1_01_02_A1_0159_I,1_01_02_A1_0159,1_01_02,,A1,159,I,,,01_normal
1_01_02_A1_0160_I,1_01_02_A1_0160,1_01_02,,A1,160,I,,,01_normal
1_01_02_A1_0160_O,1_01_02_A1_0160,1_01_02,,A1,160,O,,,01_normal
1_01_02_A1_0161_I,1_01_02_A1_0161,1_01_02,,A1,161,I,,,01_normal
1_01_02_A1_0161_O,1_01_02_A1_0161,1_01_02,,A1,161,O,,,01_normal
1_01_02_A1_0162_I,1_01_02_A1_0162,1_01_02,,A1,162,I,,,01_normal
1_01_02_A1_0162_O,1_01_02_A1_0162,1_01_02,,A1,162,O,,,01_normal
1_01_02_A1_0163_I,1_01_02_A1_0163,1_01_02,,A1,163,I,,,01_normal
1_01_02_A1_0163_O,1_01_02_A1_0163,1_01_02,,A1,163,O,,,01_normal
1_01_02_A1_0164_I,1_01_02_A1_0164,1_01_02,,A1,164,I,,,01_normal
1_01_02_A1_0164_O,1_01_02_A1_0164,1_01_02,,A1,164,O,,,01_normal
1_01_02_A1_0165_I,1_01_02_A1_0165,1_01_02,,A1,165,I,,,01_normal
1_01_02_A1_0165_O,1_01_02_A1_0165,1_01_02,,A1,165,O,,,01_normal
1_01_02_A1_0166_I,1_01_02_A1_0166,1_01_02,,A1,166,I,,,01_normal
1_01_02_A1_0166_O,1_01_02_A1_0166,1_01_02,,A1,166,O,,,01_normal
1_01_02_A1_0167_I,1_01_02_A1_0167,1_01_02,,A1,167,I,,,01_normal
1_01_02_A1_0167_O,1_01_02_A1_0167,1_01_02,,A1,167,O,,,01_normal
1_01_02_A1_0168_I,1_01_02_A1_0168,1_01_02,,A1,168,I,,,01_normal
1_01_02_A1_0169_I,1_01_02_A1_0169,1_01_02,,A1,169,I,,,01_normal
1_01_02_A1_0169_O,1_01_02_A1_0169,1_01_02,,A1,169,O,,,01_normal
1_01_02_A1_0170_I,1_01_02_A1_0170,1_01_02,,A1,170,I,,,01_normal
1_01_02_A1_0170_O,1_01_02_A1_0170,1_01_02,,A1,170,O,,,01_normal
1_01_02_A1_0171_I,1_01_02_A1_0171,1_01_02,,A1,171,I,,,01_normal
1_01_02_A1_0171_O,1_01_02_A1_0171,1_01_02,,A1,171,O,,,01_normal
1_01_02_A1_0172_I,1_01_02_A1_0172,1_01_02,,A1,172,I,,,01_normal
1_01_02_A1_0172_O,1_01_02_A1_0172,1_01_02,,A1,172,O,,,01_normal
1_01_02_A1_0173_I,1_01_02_A1_0173,1_01_02,,A1,173,I,,,01_normal
1_01_02_A1_0173_O,1_01_02_A1_0173,1_01_02,,A1,173,O,,,01_normal
1_01_02_A1_0174_I,1_01_02_A1_0174,1_01_02,,A1,174,I,,,01_normal
1_01_02_A1_0174_O,1_01_02_A1_0174,1_01_02,,A1,174,O,,,01_normal
1_01_02_A1_0175_I,1_01_02_A1_0175,1_01_02,,A1,175,I,,,01_normal
1_01_02_A1_0175_O,1_01_02_A1_0175,1_01_02,,A1,175,O,,,01_normal
1_01_02_A1_0176_I,1_01_02_A1_0176,1_01_02,,A1,176,I,,,01_normal
1_01_02_A1_0176_O,1_01_02_A1_0176,1_01_02,,A1,176,O,,,01_normal
1_01_02_A1_0177_I,1_01_02_A1_0177,1_01_02,,A1,177,I,,,01_normal
1_01_02_A1_0177_O,1_01_02_A1_0177,1_01_02,,A1,177,O,,,01_normal
1_01_02_A1_0178_I,1_01_02_A1_0178,1_01_02,,A1,178,I,,,01_normal
1_01_02_A1_0178_O,1_01_02_A1_0178,1_01_02,,A1,178,O,,,01_normal
1_01_02_A1_0179_I,1_01_02_A1_0179,1_01_02,,A1,179,I,,,01_normal
1_01_02_A1_0179_O,1_01_02_A1_0179,1_01_02,,A1,179,O,,,01_normal
1_01_02_A1_0180_I,1_01_02_A1_0180,1_01_02,,A1,180,I,,,01_normal
1_01_02_A1_0180_O,1_01_02_A1_0180,1_01_02,,A1,180,O,,,01_normal
1_01_02_A1_0181_I,1_01_02_A1_0181,1_01_02,,A1,181,I,,,01_normal
1_01_02_A1_0181_O,1_01_02_A1_0181,1_01_02,,A1,181,O,,,01_normal
1_01_02_A1_0182_I,1_01_02_A1_0182,1_01_02,,A1,182,I,,,01_normal
1_01_02_A1_0182_O,1_01_02_A1_0182,1_01_02,,A1,182,O,,,01_normal
1_01_02_A1_0183_I,1_01_02_A1_0183,1_01_02,,A1,183,I,,,01_normal
1_01_02_A1_0183_O,1_01_02_A1_0183,1_01_02,,A1,183,O,,,01_normal
1_01_02_A1_0184_I,1_01_02_A1_0184,1_01_02,,A1,184,I,,,01_normal
1_01_02_A1_0184_O,1_01_02_A1_0184,1_01_02,,A1,184,O,,,01_normal
1_01_02_A1_0185_I,1_01_02_A1_0185,1_01_02,,A1,185,I,,,01_normal
1_01_02_A1_0185_O,1_01_02_A1_0185,1_01_02,,A1,185,O,,,01_normal
1_01_02_A1_0186_I,1_01_02_A1_0186,1_01_02,,A1,186,I,,,01_normal
1_01_02_A1_0186_O,1_01_02_A1_0186,1_01_02,,A1,186,O,,,01_normal
1_01_02_A1_0187_I,1_01_02_A1_0187,1_01_02,,A1,187,I,,,01_normal
1_01_02_A1_0187_O,1_01_02_A1_0187,1_01_02,,A1,187,O,,,01_normal
1_01_02_A1_0188_I,1_01_02_A1_0188,1_01_02,,A1,188,I,,,01_normal
1_01_02_A1_0188_O,1_01_02_A1_0188,1_01_02,,A1,188,O,,,01_normal
1_01_02_A1_0189_I,1_01_02_A1_0189,1_01_02,,A1,189,I,,,01_normal
1_01_02_A1_0190_I,1_01_02_A1_0190,1_01_02,,A1,190,I,,,01_normal
1_01_02_A1_0191_I,1_01_02_A1_0191,1_01_02,,A1,191,I,,,01_normal
1_01_02_A1_0191_O,1_01_02_A1_0191,1_01_02,,A1,191,O,,,01_normal
1_01_02_A1_0192_I,1_01_02_A1_0192,1_01_02,,A1,192,I,,,01_normal
1_01_02_A1_0192_O,1_01_02_A1_0192,1_01_02,,A1,192,O,,,01_normal
1_01_02_A1_0193_I,1_01_02_A1_0193,1_01_02,,A1,193,I,,,01_normal
1_01_02_A1_0193_O,1_01_02_A1_0193,1_01_02,,A1,193,O,,,01_normal
1_01_02_A1_0194_I,1_01_02_A1_0194,1_01_02,,A1,194,I,,,01_normal
1_01_02_A1_0194_O,1_01_02_A1_0194,1_01_02,,A1,194,O,,,01_normal
1_01_02_A1_0195_I,1_01_02_A1_0195,1_01_02,,A1,195,I,,,01_normal
1_01_02_A1_0195_O,1_01_02_A1_0195,1_01_02,,A1,195,O,,,01_normal
1_01_02_A1_0196_I,1_01_02_A1_0196,1_01_02,,A1,196,I,,,01_normal
1_01_02_A1_0197_I,1_01_02_A1_0197,1_01_02,,A1,197,I,,,01_normal
1_01_02_A1_0197_O,1_01_02_A1_0197,1_01_02,,A1,197,O,,,01_normal
1_01_02_A1_0198_I,1_01_02_A1_0198,1_01_02,,A1,198,I,,,01_normal
1_01_02_A1_0198_O,1_01_02_A1_0198,1_01_02,,A1,198,O,,,01_normal
1_01_02_A1_0199_I,1_01_02_A1_0199,1_01_02,,A1,199,I,,,01_normal
1_01_02_A1_0199_O,1_01_02_A1_0199,1_01_02,,A1,199,O,,,01_normal
1_01_02_A1_0200_I,1_01_02_A1_0200,1_01_02,,A1,200,I,,,01_normal
1_01_02_A1_0200_O,1_01_02_A1_0200,1_01_02,,A1,200,O,,,01_normal
1_01_02_A1_0201_I,1_01_02_A1_0201,1_01_02,,A1,201,I,,,01_normal
1_01_02_A1_0201_O,1_01_02_A1_0201,1_01_02,,A1,201,O,,,01_normal
1_01_02_A1_0202_I,1_01_02_A1_0202,1_01_02,,A1,202,I,,,01_normal
1_01_02_A1_0203_I,1_01_02_A1_0203,1_01_02,,A1,203,I,,,01_normal
1_01_02_A1_0203_O,1_01_02_A1_0203,1_01_02,,A1,203,O,,,01_normal
1_01_02_A1_0204_I,1_01_02_A1_0204,1_01_02,,A1,204,I,,,01_normal
1_01_02_A1_0204_O,1_01_02_A1_0204,1_01_02,,A1,204,O,,,01_normal
1_01_02_A1_0205_I,1_01_02_A1_0205,1_01_02,,A1,205,I,,,01_normal
1_01_02_A1_0206_I,1_01_02_A1_0206,1_01_02,,A1,206,I,,,01_normal
1_01_02_A1_0207_I,1_01_02_A1_0207,1_01_02,,A1,207,I,,,01_normal
1_01_02_A1_0208_I,1_01_02_A1_0208,1_01_02,,A1,208,I,,,01_normal
1_01_02_A1_0208_O,1_01_02_A1_0208,1_01_02,,A1,208,O,,,01_normal
1_01_02_A1_0209_I,1_01_02_A1_0209,1_01_02,,A1,209,I,,,01_normal
1_01_02_A1_0210_I,1_01_02_A1_0210,1_01_02,,A1,210,I,,,01_normal
1_01_02_A1_0210_O,1_01_02_A1_0210,1_01_02,,A1,210,O,,,01_normal
1_01_02_A1_0211_I,1_01_02_A1_0211,1_01_02,,A1,211,I,,,01_normal
1_01_02_A1_0211_O,1_01_02_A1_0211,1_01_02,,A1,211,O,,,01_normal
1_01_02_A1_0212_I,1_01_02_A1_0212,1_01_02,,A1,212,I,,,01_normal
1_01_02_A1_0212_O,1_01_02_A1_0212,1_01_02,,A1,212,O,,,01_normal
1_01_02_A1_0213_I,1_01_02_A1_0213,1_01_02,,A1,213,I,,,01_normal
1_01_02_A1_0213_O,1_01_02_A1_0213,1_01_02,,A1,213,O,,,01_normal
1_01_02_A1_0214_I,1_01_02_A1_0214,1_01_02,,A1,214,I,,,01_normal
1_01_02_A1_0214_O,1_01_02_A1_0214,1_01_02,,A1,214,O,,,01_normal
1_01_02_A1_0215_I,1_01_02_A1_0215,1_01_02,,A1,215,I,,,01_normal
1_01_02_A1_0215_O,1_01_02_A1_0215,1_01_02,,A1,215,O,,,01_normal
1_01_02_A1_0216_I,1_01_02_A1_0216,1_01_02,,A1,216,I,,,01_normal
1_01_02_A1_0216_O,1_01_02_A1_0216,1_01_02,,A1,216,O,,,01_normal
1_01_02_A1_0217_I,1_01_02_A1_0217,1_01_02,,A1,217,I,,,01_normal
1_01_02_A1_0217_O,1_01_02_A1_0217,1_01_02,,A1,217,O,,,01_normal
1_01_02_A1_0218_I,1_01_02_A1_0218,1_01_02,,A1,218,I,,,01_normal
1_01_02_A1_0218_O,1_01_02_A1_0218,1_01_02,,A1,218,O,,,01_normal
1_01_02_A1_0219_I,1_01_02_A1_0219,1_01_02,,A1,219,I,,,01_normal
1_01_02_A1_0220_I,1_01_02_A1_0220,1_01_02,,A1,220,I,,,01_normal
1_01_02_A1_0220_O,1_01_02_A1_0220,1_01_02,,A1,220,O,,,01_normal
1_01_02_A1_0221_I,1_01_02_A1_0221,1_01_02,,A1,221,I,,,01_normal
1_01_02_A1_0221_O,1_01_02_A1_0221,1_01_02,,A1,221,O,,,01_normal
1_01_02_A1_0222_I,1_01_02_A1_0222,1_01_02,,A1,222,I,,,01_normal
1_01_02_A1_0223_I,1_01_02_A1_0223,1_01_02,,A1,223,I,,,01_normal
1_01_02_A1_0223_O,1_01_02_A1_0223,1_01_02,,A1,223,O,,,01_normal
1_01_02_A1_0224_I,1_01_02_A1_0224,1_01_02,,A1,224,I,,,01_normal
1_01_02_A1_0224_O,1_01_02_A1_0224,1_01_02,,A1,224,O,,,01_normal
1_01_02_A1_0225_I,1_01_02_A1_0225,1_01_02,,A1,225,I,,,01_normal
1_01_02_A1_0225_O,1_01_02_A1_0225,1_01_02,,A1,225,O,,,01_normal
1_01_02_A1_0226_I,1_01_02_A1_0226,1_01_02,,A1,226,I,,,01_normal
1_01_02_A1_0226_O,1_01_02_A1_0226,1_01_02,,A1,226,O,,,01_normal
1_01_02_A1_0227_I,1_01_02_A1_0227,1_01_02,,A1,227,I,,,01_normal
1_01_02_A1_0227_O,1_01_02_A1_0227,1_01_02,,A1,227,O,,,01_normal
1_01_02_A1_0228_I,1_01_02_A1_0228,1_01_02,,A1,228,I,,,01_normal
1_01_02_A1_0228_O,1_01_02_A1_0228,1_01_02,,A1,228,O,,,01_normal
1_01_02_A1_0229_I,1_01_02_A1_0229,1_01_02,,A1,229,I,,,01_normal
1_01_02_A1_0229_O,1_01_02_A1_0229,1_01_02,,A1,229,O,,,01_normal
1_01_02_A1_0230_I,1_01_02_A1_0230,1_01_02,,A1,230,I,,,01_normal
1_01_02_A1_0230_O,1_01_02_A1_0230,1_01_02,,A1,230,O,,,01_normal
1_01_02_A1_0231_I,1_01_02_A1_0231,1_01_02,,A1,231,I,,,01_normal
1_01_02_A1_0231_O,1_01_02_A1_0231,1_01_02,,A1,231,O,,,01_normal
1_01_02_A1_0232_I,1_01_02_A1_0232,1_01_02,,A1,232,I,,,01_normal
1_01_02_A1_0232_O,1_01_02_A1_0232,1_01_02,,A1,232,O,,,01_normal
1_01_02_A1_0233_I,1_01_02_A1_0233,1_01_02,,A1,233,I,,,01_normal
1_01_02_A1_0233_O,1_01_02_A1_0233,1_01_02,,A1,233,O,,,01_normal
1_01_02_A1_0234_O,1_01_02_A1_0234,1_01_02,,A1,234,O,,,01_normal
1_01_02_A1_0235_O,1_01_02_A1_0235,1_01_02,,A1,235,O,,,01_normal
1_01_02_A1_0236_I,1_01_02_A1_0236,1_01_02,,A1,236,I,,,01_normal
1_01_02_A1_0236_O,1_01_02_A1_0236,1_01_02,,A1,236,O,,,01_normal
1_01_02_A1_0237_I,1_01_02_A1_0237,1_01_02,,A1,237,I,,,01_normal
1_01_02_A1_0237_O,1_01_02_A1_0237,1_01_02,,A1,237,O,,,01_normal
1_01_02_A1_0238_I,1_01_02_A1_0238,1_01_02,,A1,238,I,,,01_normal
1_01_02_A1_0238_O,1_01_02_A1_0238,1_01_02,,A1,238,O,,,01_normal
1_01_02_A1_0239_I,1_01_02_A1_0239,1_01_02,,A1,239,I,,,01_normal
1_01_02_A1_0239_O,1_01_02_A1_0239,1_01_02,,A1,239,O,,,01_normal
1_01_02_A1_0240_I,1_01_02_A1_0240,1_01_02,,A1,240,I,,,01_normal
1_01_02_A1_0240_O,1_01_02_A1_0240,1_01_02,,A1,240,O,,,01_normal
1_01_02_A1_0241_I,1_01_02_A1_0241,1_01_02,,A1,241,I,,,01_normal
1_01_02_A1_0241_O,1_01_02_A1_0241,1_01_02,,A1,241,O,,,01_normal
1_01_02_A1_0242_I,1_01_02_A1_0242,1_01_02,,A1,242,I,,,01_normal
1_01_02_A1_0242_O,1_01_02_A1_0242,1_01_02,,A1,242,O,,,01_normal
1_01_02_A1_0243_I,1_01_02_A1_0243,1_01_02,,A1,243,I,,,01_normal
1_01_02_A1_0243_O,1_01_02_A1_0243,1_01_02,,A1,243,O,,,01_normal
1_01_02_A1_0244_I,1_01_02_A1_0244,1_01_02,,A1,244,I,,,01_normal
1_01_02_A1_0244_O,1_01_02_A1_0244,1_01_02,,A1,244,O,,,01_normal
1_01_02_A1_0245_I,1_01_02_A1_0245,1_01_02,,A1,245,I,,,01_normal
1_01_02_A1_0245_O,1_01_02_A1_0245,1_01_02,,A1,245,O,,,01_normal
1_01_02_A1_0246_I,1_01_02_A1_0246,1_01_02,,A1,246,I,,,01_normal
1_01_02_A1_0246_O,1_01_02_A1_0246,1_01_02,,A1,246,O,,,01_normal
1_01_02_A1_0247_I,1_01_02_A1_0247,1_01_02,,A1,247,I,,,01_normal
1_01_02_A1_0247_O,1_01_02_A1_0247,1_01_02,,A1,247,O,,,01_normal
1_01_02_A1_0248_I,1_01_02_A1_0248,1_01_02,,A1,248,I,,,01_normal
1_01_02_A1_0248_O,1_01_02_A1_0248,1_01_02,,A1,248,O,,,01_normal
1_01_02_A1_0249_I,1_01_02_A1_0249,1_01_02,,A1,249,I,,,01_normal
1_01_02_A1_0249_O,1_01_02_A1_0249,1_01_02,,A1,249,O,,,01_normal
1_01_02_A1_0250_I,1_01_02_A1_0250,1_01_02,,A1,250,I,,,01_normal
1_01_02_A1_0250_O,1_01_02_A1_0250,1_01_02,,A1,250,O,,,01_normal
1_01_02_A1_0251_I,1_01_02_A1_0251,1_01_02,,A1,251,I,,,01_normal
1_01_02_A1_0251_O,1_01_02_A1_0251,1_01_02,,A1,251,O,,,01_normal
1_01_02_A1_0252_I,1_01_02_A1_0252,1_01_02,,A1,252,I,,,01_normal
1_01_02_A1_0252_O,1_01_02_A1_0252,1_01_02,,A1,252,O,,,01_normal
1_01_02_A1_0253_I,1_01_02_A1_0253,1_01_02,,A1,253,I,,,01_normal
1_01_02_A1_0253_O,1_01_02_A1_0253,1_01_02,,A1,253,O,,,01_normal
1_01_02_A1_0254_I,1_01_02_A1_0254,1_01_02,,A1,254,I,,,01_normal
1_01_02_A1_0254_O,1_01_02_A1_0254,1_01_02,,A1,254,O,,,01_normal
1_01_02_A1_0255_I,1_01_02_A1_0255,1_01_02,,A1,255,I,,,01_normal
1_01_02_A1_0255_O,1_01_02_A1_0255,1_01_02,,A1,255,O,,,01_normal
1_01_02_A1_0256_I,1_01_02_A1_0256,1_01_02,,A1,256,I,,,01_normal
1_01_02_A1_0256_O,1_01_02_A1_0256,1_01_02,,A1,256,O,,,01_normal
1_01_02_A1_0257_I,1_01_02_A1_0257,1_01_02,,A1,257,I,,,01_normal
1_01_02_A1_0257_O,1_01_02_A1_0257,1_01_02,,A1,257,O,,,01_normal
1_01_02_A1_0258_I,1_01_02_A1_0258,1_01_02,,A1,258,I,,,01_normal
1_01_02_A1_0258_O,1_01_02_A1_0258,1_01_02,,A1,258,O,,,01_normal
1_01_02_A1_0259_I,1_01_02_A1_0259,1_01_02,,A1,259,I,,,01_normal
1_01_02_A1_0259_O,1_01_02_A1_0259,1_01_02,,A1,259,O,,,01_normal
1_01_02_A1_0260_I,1_01_02_A1_0260,1_01_02,,A1,260,I,,,01_normal
1_01_02_A1_0261_I,1_01_02_A1_0261,1_01_02,,A1,261,I,,,01_normal
1_01_02_A1_0261_O,1_01_02_A1_0261,1_01_02,,A1,261,O,,,01_normal
1_01_02_A1_0262_I,1_01_02_A1_0262,1_01_02,,A1,262,I,,,01_normal
1_01_02_A1_0262_O,1_01_02_A1_0262,1_01_02,,A1,262,O,,,01_normal
1_01_02_A1_0384_I,1_01_02_A1_0384,1_01_02,,A1,384,I,,,01_normal
1_01_02_A1_0384_O,1_01_02_A1_0384,1_01_02,,A1,384,O,,,01_normal
1_01_02_A1_0385_I,1_01_02_A1_0385,1_01_02,,A1,385,I,,,01_normal
1_01_02_A1_0385_O,1_01_02_A1_0385,1_01_02,,A1,385,O,,,01_normal
1_01_02_A1_0386_I,1_01_02_A1_0386,1_01_02,,A1,386,I,,,01_normal
1_01_02_A1_0386_O,1_01_02_A1_0386,1_01_02,,A1,386,O,,,01_normal
1_01_02_A1_0387_I,1_01_02_A1_0387,1_01_02,,A1,387,I,,,01_normal
1_01_02_A1_0387_O,1_01_02_A1_0387,1_01_02,,A1,387,O,,,01_normal
1_01_02_A1_0388_I,1_01_02_A1_0388,1_01_02,,A1,388,I,,,01_normal
1_01_02_A1_0388_O,1_01_02_A1_0388,1_01_02,,A1,388,O,,,01_normal
1_01_02_A1_0389_I,1_01_02_A1_0389,1_01_02,,A1,389,I,,,01_normal
1_01_02_A1_0389_O,1_01_02_A1_0389,1_01_02,,A1,389,O,,,01_normal
1_01_02_A1_0390_I,1_01_02_A1_0390,1_01_02,,A1,390,I,,,01_normal
1_01_02_A1_0390_O,1_01_02_A1_0390,1_01_02,,A1,390,O,,,01_normal
1_01_02_A1_0391_I,1_01_02_A1_0391,1_01_02,,A1,391,I,,,01_normal
1_01_02_A1_0391_O,1_01_02_A1_0391,1_01_02,,A1,391,O,,,01_normal
1_01_02_A1_0392_I,1_01_02_A1_0392,1_01_02,,A1,392,I,,,01_normal
1_01_02_A1_0392_O,1_01_02_A1_0392,1_01_02,,A1,392,O,,,01_normal
1_01_02_A1_0393_I,1_01_02_A1_0393,1_01_02,,A1,393,I,,,01_normal
1_01_02_A1_0393_O,1_01_02_A1_0393,1_01_02,,A1,393,O,,,01_normal
1_01_02_A1_0394_I,1_01_02_A1_0394,1_01_02,,A1,394,I,,,01_normal
1_01_02_A1_0394_O,1_01_02_A1_0394,1_01_02,,A1,394,O,,,01_normal
1_01_02_A1_0395_I,1_01_02_A1_0395,1_01_02,,A1,395,I,,,01_normal
1_01_02_A1_0395_O,1_01_02_A1_0395,1_01_02,,A1,395,O,,,01_normal
1_01_02_A1_0396_I,1_01_02_A1_0396,1_01_02,,A1,396,I,,,01_normal
1_01_02_A1_0396_O,1_01_02_A1_0396,1_01_02,,A1,396,O,,,01_normal
1_01_02_A1_0397_I,1_01_02_A1_0397,1_01_02,,A1,397,I,,,01_normal
1_01_02_A1_0397_O,1_01_02_A1_0397,1_01_02,,A1,397,O,,,01_normal
1_01_02_A1_0398_I,1_01_02_A1_0398,1_01_02,,A1,398,I,,,01_normal
1_01_02_A1_0398_O,1_01_02_A1_0398,1_01_02,,A1,398,O,,,01_normal
1_01_02_A1_0399_I,1_01_02_A1_0399,1_01_02,,A1,399,I,,,01_normal
1_01_02_A1_0399_O,1_01_02_A1_0399,1_01_02,,A1,399,O,,,01_normal
1_01_02_A1_0400_I,1_01_02_A1_0400,1_01_02,,A1,400,I,,,01_normal
1_01_02_A1_0400_O,1_01_02_A1_0400,1_01_02,,A1,400,O,,,01_normal
1_01_02_A1_0401_I,1_01_02_A1_0401,1_01_02,,A1,401,I,,,01_normal
1_01_02_A1_0401_O,1_01_02_A1_0401,1_01_02,,A1,401,O,,,01_normal
1_01_02_A1_0402_I,1_01_02_A1_0402,1_01_02,,A1,402,I,,,01_normal
1_01_02_A1_0402_O,1_01_02_A1_0402,1_01_02,,A1,402,O,,,01_normal
1_01_02_A1_0403_I,1_01_02_A1_0403,1_01_02,,A1,403,I,,,01_normal
1_01_02_A1_0403_O,1_01_02_A1_0403,1_01_02,,A1,403,O,,,01_normal
1_01_02_A1_0404_I,1_01_02_A1_0404,1_01_02,,A1,404,I,,,01_normal
1_01_02_A1_0404_O,1_01_02_A1_0404,1_01_02,,A1,404,O,,,01_normal
1_01_02_A1_0405_I,1_01_02_A1_0405,1_01_02,,A1,405,I,,,01_normal
1_01_02_A1_0405_O,1_01_02_A1_0405,1_01_02,,A1,405,O,,,01_normal
1_01_02_A1_0406_I,1_01_02_A1_0406,1_01_02,,A1,406,I,,,01_normal
1_01_02_A1_0406_O,1_01_02_A1_0406,1_01_02,,A1,406,O,,,01_normal
1_01_02_A1_0407_I,1_01_02_A1_0407,1_01_02,,A1,407,I,,,01_normal
1_01_02_A1_0407_O,1_01_02_A1_0407,1_01_02,,A1,407,O,,,01_normal
1_01_02_A1_0408_I,1_01_02_A1_0408,1_01_02,,A1,408,I,,,01_normal
1_01_02_A1_0408_O,1_01_02_A1_0408,1_01_02,,A1,408,O,,,01_normal
1_01_02_A1_0409_I,1_01_02_A1_0409,1_01_02,,A1,409,I,,,01_normal
1_01_02_A1_0409_O,1_01_02_A1_0409,1_01_02,,A1,409,O,,,01_normal
1_01_02_A1_0410_I,1_01_02_A1_0410,1_01_02,,A1,410,I,,,01_normal
1_01_02_A1_0410_O,1_01_02_A1_0410,1_01_02,,A1,410,O,,,01_normal
1_01_02_A1_0411_I,1_01_02_A1_0411,1_01_02,,A1,411,I,,,01_normal
1_01_02_A1_0411_O,1_01_02_A1_0411,1_01_02,,A1,411,O,,,01_normal
1_01_02_A1_0412_I,1_01_02_A1_0412,1_01_02,,A1,412,I,,,01_normal
1_01_02_A1_0412_O,1_01_02_A1_0412,1_01_02,,A1,412,O,,,01_normal
1_01_02_A1_0413_I,1_01_02_A1_0413,1_01_02,,A1,413,I,,,01_normal
1_01_02_A1_0413_O,1_01_02_A1_0413,1_01_02,,A1,413,O,,,01_normal
1_01_02_A1_0414_I,1_01_02_A1_0414,1_01_02,,A1,414,I,,,01_normal
1_01_02_A1_0414_O,1_01_02_A1_0414,1_01_02,,A1,414,O,,,01_normal
1_01_02_A1_0415_I,1_01_02_A1_0415,1_01_02,,A1,415,I,,,01_normal
1_01_02_A1_0415_O,1_01_02_A1_0415,1_01_02,,A1,415,O,,,01_normal
1_01_02_A1_0416_I,1_01_02_A1_0416,1_01_02,,A1,416,I,,,01_normal
1_01_02_A1_0416_O,1_01_02_A1_0416,1_01_02,,A1,416,O,,,01_normal
1_01_02_A1_0417_I,1_01_02_A1_0417,1_01_02,,A1,417,I,,,01_normal
1_01_02_A1_0417_O,1_01_02_A1_0417,1_01_02,,A1,417,O,,,01_normal
1_01_02_A1_0418_I,1_01_02_A1_0418,1_01_02,,A1,418,I,,,01_normal
1_01_02_A1_0418_O,1_01_02_A1_0418,1_01_02,,A1,418,O,,,01_normal
1_01_02_A1_0419_I,1_01_02_A1_0419,1_01_02,,A1,419,I,,,01_normal
